image,ground_truth
images/ApacheTrail/02210.jpg,"[0.320332, 0.332847, 0.34682099999999993]"
images/ApacheTrail/02220.jpg,"[0.322126, 0.332848, 0.345026]"
images/ApacheTrail/02230.jpg,"[0.321998, 0.332993, 0.345009]"
images/ApacheTrail/02240.jpg,"[0.32173, 0.333138, 0.34513199999999994]"
images/ApacheTrail/02250.jpg,"[0.321923, 0.332875, 0.34520200000000006]"
images/ApacheTrail/02260.jpg,"[0.321518, 0.33285, 0.34563200000000005]"
images/ApacheTrail/02270.jpg,"[0.321845, 0.333023, 0.34513200000000005]"
images/ApacheTrail/02280.jpg,"[0.321267, 0.332969, 0.345764]"
images/ApacheTrail/02290.jpg,"[0.321063, 0.33294, 0.345997]"
images/ApacheTrail/02300.jpg,"[0.320791, 0.333004, 0.34620499999999993]"
images/ApacheTrail/02310.jpg,"[0.321185, 0.332975, 0.3458399999999999]"
images/ApacheTrail/02320.jpg,"[0.320857, 0.333236, 0.3459070000000001]"
images/ApacheTrail/02330.jpg,"[0.320774, 0.333056, 0.34617]"
images/ApacheTrail/02340.jpg,"[0.321023, 0.333061, 0.34591599999999995]"
images/ApacheTrail/02350.jpg,"[0.320872, 0.333165, 0.34596299999999996]"
images/ApacheTrail/02360.jpg,"[0.320288, 0.333131, 0.346581]"
images/ApacheTrail/02370.jpg,"[0.322112, 0.333015, 0.34487300000000004]"
images/ApacheTrail/02380.jpg,"[0.322271, 0.333038, 0.344691]"
images/ApacheTrail/02390.jpg,"[0.320996, 0.332531, 0.3464729999999999]"
images/ApacheTrail/02400.jpg,"[0.321473, 0.332318, 0.346209]"
images/ApacheTrail/02410.jpg,"[0.320477, 0.331981, 0.34754199999999996]"
images/ApacheTrail/02420.jpg,"[0.32017, 0.332311, 0.3475189999999999]"
images/ApacheTrail/02430.jpg,"[0.319702, 0.332494, 0.34780400000000006]"
images/ApacheTrail/02440.jpg,"[0.319162, 0.332541, 0.3482970000000001]"
images/ApacheTrail/02450.jpg,"[0.318878, 0.332656, 0.348466]"
images/ApacheTrail/02460.jpg,"[0.318971, 0.332638, 0.348391]"
images/ApacheTrail/02470.jpg,"[0.319581, 0.332716, 0.347703]"
images/ApacheTrail/02480.jpg,"[0.319667, 0.332648, 0.3476850000000001]"
images/ApacheTrail/02490.jpg,"[0.320005, 0.332742, 0.34725300000000003]"
images/ApacheTrail/02500.jpg,"[0.320265, 0.332644, 0.347091]"
images/ApacheTrail/02510.jpg,"[0.319981, 0.332759, 0.3472599999999999]"
images/ApacheTrail/02520.jpg,"[0.320509, 0.332906, 0.3465850000000001]"
images/ApacheTrail/02530.jpg,"[0.320005, 0.332684, 0.34731100000000004]"
images/ApacheTrail/02540.jpg,"[0.320205, 0.332383, 0.34741199999999994]"
images/ApacheTrail/02550.jpg,"[0.320544, 0.332684, 0.3467720000000001]"
images/ApacheTrail/02560.jpg,"[0.319463, 0.333824, 0.34671299999999994]"
images/ApacheTrail/02570.jpg,"[0.316604, 0.334868, 0.348528]"
images/ApacheTrail/02580.jpg,"[0.31328, 0.333955, 0.352765]"
images/ApacheTrail/02590.jpg,"[0.313342, 0.332821, 0.353837]"
images/ApacheTrail/02600.jpg,"[0.310853, 0.333113, 0.35603399999999996]"
images/ApacheTrail/02690.jpg,"[0.298858, 0.334377, 0.36676499999999995]"
images/ApacheTrail/02700.jpg,"[0.316402, 0.333737, 0.3498609999999999]"
images/ApacheTrail/02720.jpg,"[0.314016, 0.333306, 0.35267799999999994]"
images/ApacheTrail/02750.jpg,"[0.314342, 0.334177, 0.351481]"
images/ApacheTrail/02780.jpg,"[0.315258, 0.3338, 0.350942]"
images/ApacheTrail/02800.jpg,"[0.317123, 0.334357, 0.34851999999999994]"
images/ApacheTrail/02830.jpg,"[0.318051, 0.334545, 0.34740400000000005]"
images/ApacheTrail/02840.jpg,"[0.319053, 0.334239, 0.34670799999999996]"
images/ApacheTrail/02850.jpg,"[0.319236, 0.334373, 0.34639099999999995]"
images/ApacheTrail/02860.jpg,"[0.319136, 0.334275, 0.34658900000000004]"
images/ApacheTrail/02870.jpg,"[0.319189, 0.334517, 0.34629400000000005]"
images/ApacheTrail/02880.jpg,"[0.319695, 0.334434, 0.34587099999999993]"
images/ApacheTrail/02890.jpg,"[0.319615, 0.334536, 0.345849]"
images/ApacheTrail/02900.jpg,"[0.319613, 0.334355, 0.34603200000000006]"
images/ApacheTrail/02910.jpg,"[0.319427, 0.334166, 0.34640699999999996]"
images/ApacheTrail/02920.jpg,"[0.319418, 0.334259, 0.34632300000000005]"
images/ApacheTrail/02930.jpg,"[0.319285, 0.334192, 0.34652299999999997]"
images/ApacheTrail/02940.jpg,"[0.319275, 0.334009, 0.346716]"
images/ApacheTrail/02950.jpg,"[0.319084, 0.333897, 0.3470190000000001]"
images/ApacheTrail/02960.jpg,"[0.319101, 0.333601, 0.34729799999999994]"
images/ApacheTrail/02970.jpg,"[0.318445, 0.33354, 0.348015]"
images/ApacheTrail/02980.jpg,"[0.317736, 0.332964, 0.3493]"
images/ApacheTrail/03020.jpg,"[0.318734, 0.332596, 0.3486699999999999]"
images/ApacheTrail/03030.jpg,"[0.31852, 0.333165, 0.348315]"
images/ApacheTrail/03040.jpg,"[0.319512, 0.33291, 0.347578]"
images/ApacheTrail/03050.jpg,"[0.318882, 0.333275, 0.347843]"
images/ApacheTrail/03060.jpg,"[0.320779, 0.333056, 0.34616500000000006]"
images/ApacheTrail/03070.jpg,"[0.321546, 0.333433, 0.345021]"
images/ApacheTrail/03080.jpg,"[0.321572, 0.333361, 0.345067]"
images/ApacheTrail/03090.jpg,"[0.321694, 0.33342, 0.3448860000000001]"
images/ApacheTrail/03100.jpg,"[0.321718, 0.33341, 0.34487200000000007]"
images/ApacheTrail/03110.jpg,"[0.321714, 0.333547, 0.34473899999999996]"
images/ApacheTrail/03120.jpg,"[0.321974, 0.33352, 0.34450600000000003]"
images/ApacheTrail/03130.jpg,"[0.321839, 0.333651, 0.34451000000000004]"
images/ApacheTrail/03140.jpg,"[0.321752, 0.333595, 0.344653]"
images/ApacheTrail/03150.jpg,"[0.32158, 0.333772, 0.344648]"
images/ApacheTrail/03160.jpg,"[0.320584, 0.333354, 0.34606200000000004]"
images/ApacheTrail/03170.jpg,"[0.321258, 0.333648, 0.34509399999999996]"
images/ApacheTrail/03180.jpg,"[0.320843, 0.333306, 0.345851]"
images/ApacheTrail/03190.jpg,"[0.320972, 0.333407, 0.34562099999999996]"
images/ApacheTrail/03200.jpg,"[0.320068, 0.333506, 0.34642599999999996]"
images/ApacheTrail/03210.jpg,"[0.320131, 0.333289, 0.34658000000000005]"
images/ApacheTrail/03220.jpg,"[0.319795, 0.333192, 0.34701299999999996]"
images/ApacheTrail/03230.jpg,"[0.319462, 0.333049, 0.347489]"
images/ApacheTrail/03240.jpg,"[0.320682, 0.333339, 0.345979]"
images/ApacheTrail/03250.jpg,"[0.320252, 0.333282, 0.346466]"
images/ApacheTrail/03260.jpg,"[0.320916, 0.333739, 0.345345]"
images/ApacheTrail/03270.jpg,"[0.321615, 0.33368, 0.34470500000000004]"
images/ApacheTrail/03300.jpg,"[0.317844, 0.332605, 0.349551]"
images/ApacheTrail/03550.jpg,"[0.302272, 0.333626, 0.36410200000000004]"
images/ApacheTrail/03560.jpg,"[0.304635, 0.33283, 0.362535]"
images/ApacheTrail/03570.jpg,"[0.323835, 0.333236, 0.34292900000000004]"
images/ApacheTrail/03580.jpg,"[0.323378, 0.332987, 0.3436350000000001]"
images/ApacheTrail/03590.jpg,"[0.323921, 0.333152, 0.342927]"
images/ApacheTrail/03600.jpg,"[0.324197, 0.333065, 0.34273799999999993]"
images/ApacheTrail/03610.jpg,"[0.324782, 0.333494, 0.34172399999999997]"
images/ApacheTrail/03620.jpg,"[0.324076, 0.333613, 0.342311]"
images/ApacheTrail/03630.jpg,"[0.324399, 0.33367, 0.341931]"
images/ApacheTrail/03640.jpg,"[0.324041, 0.334123, 0.341836]"
images/ApacheTrail/03650.jpg,"[0.324398, 0.33332, 0.34228200000000003]"
images/ApacheTrail/03660.jpg,"[0.323978, 0.334011, 0.342011]"
images/ApacheTrail/03670.jpg,"[0.323797, 0.333011, 0.343192]"
images/ApacheTrail/03680.jpg,"[0.324043, 0.332953, 0.3430039999999999]"
images/ApacheTrail/03690.jpg,"[0.322729, 0.333004, 0.34426699999999993]"
images/ApacheTrail/03700.jpg,"[0.323149, 0.332261, 0.34459]"
images/ApacheTrail/03710.jpg,"[0.323668, 0.332304, 0.34402799999999994]"
images/ApacheTrail/03720.jpg,"[0.322574, 0.332006, 0.34541999999999995]"
images/ApacheTrail/03740.jpg,"[0.324434, 0.332724, 0.342842]"
images/ApacheTrail/03750.jpg,"[0.323551, 0.333104, 0.34334500000000007]"
images/ApacheTrail/03760.jpg,"[0.324119, 0.332988, 0.34289299999999995]"
images/ApacheTrail/03770.jpg,"[0.322416, 0.332737, 0.34484699999999996]"
images/ApacheTrail/03790.jpg,"[0.325263, 0.333589, 0.3411479999999999]"
images/ApacheTrail/03840.jpg,"[0.325161, 0.332809, 0.34202999999999995]"
images/ApacheTrail/03850.jpg,"[0.324693, 0.333022, 0.342285]"
images/ApacheTrail/03860.jpg,"[0.324757, 0.332918, 0.34232500000000005]"
images/ApacheTrail/03870.jpg,"[0.325484, 0.332385, 0.342131]"
images/ApacheTrail/03880.jpg,"[0.324493, 0.33247, 0.3430370000000001]"
images/ApacheTrail/03890.jpg,"[0.324837, 0.332141, 0.34302199999999994]"
images/ApacheTrail/03900.jpg,"[0.324854, 0.331607, 0.34353900000000004]"
images/ApacheTrail/03910.jpg,"[0.32505, 0.331375, 0.34357499999999996]"
images/ApacheTrail/03920.jpg,"[0.326145, 0.331478, 0.342377]"
images/ApacheTrail/03930.jpg,"[0.325526, 0.331119, 0.343355]"
images/ApacheTrail/03940.jpg,"[0.326722, 0.331502, 0.341776]"
images/ApacheTrail/03950.jpg,"[0.326716, 0.331641, 0.341643]"
images/ApacheTrail/03960.jpg,"[0.325255, 0.329821, 0.34492399999999995]"
images/ApacheTrail/03970.jpg,"[0.32206, 0.33033, 0.34761]"
images/ApacheTrail/03980.jpg,"[0.322251, 0.330656, 0.34709299999999993]"
images/ApacheTrail/03990.jpg,"[0.321845, 0.331043, 0.3471120000000001]"
images/ApacheTrail/04000.jpg,"[0.317216, 0.335241, 0.34754300000000005]"
images/ApacheTrail/04010.jpg,"[0.302884, 0.337214, 0.35990200000000006]"
images/ApacheTrail/04100.jpg,"[0.323325, 0.333979, 0.342696]"
images/ApacheTrail/04110.jpg,"[0.323412, 0.334108, 0.34247999999999995]"
images/ApacheTrail/04120.jpg,"[0.323013, 0.333403, 0.343584]"
images/ApacheTrail/04130.jpg,"[0.322391, 0.33354, 0.344069]"
images/ApacheTrail/04140.jpg,"[0.32306, 0.333818, 0.343122]"
images/ApacheTrail/04150.jpg,"[0.323241, 0.333571, 0.343188]"
images/ApacheTrail/04160.jpg,"[0.323052, 0.333525, 0.343423]"
images/ApacheTrail/04170.jpg,"[0.322541, 0.332651, 0.34480800000000006]"
images/ApacheTrail/04180.jpg,"[0.322761, 0.332423, 0.3448159999999999]"
images/ApacheTrail/04190.jpg,"[0.322581, 0.333398, 0.34402099999999997]"
images/ApacheTrail/04200.jpg,"[0.322723, 0.333451, 0.343826]"
images/ApacheTrail/04210.jpg,"[0.322785, 0.333419, 0.343796]"
images/ApacheTrail/04220.jpg,"[0.322721, 0.333684, 0.343595]"
images/ApacheTrail/04230.jpg,"[0.322769, 0.333734, 0.34349700000000005]"
images/ApacheTrail/04240.jpg,"[0.316086, 0.334392, 0.349522]"
images/ApacheTrail/04250.jpg,"[0.316193, 0.333999, 0.34980800000000006]"
images/ApacheTrail/04260.jpg,"[0.316363, 0.334625, 0.34901200000000004]"
images/ApacheTrail/04270.jpg,"[0.315915, 0.334887, 0.34919800000000006]"
